CPU Name,Cores,CPU Mark -,Thread Mark -,TDP (W) -,Socket,Category
AMD E1-1200 APU,2,374,426,18,FT1,Laptop
AMD E1-1500 APU,2,390,458,18,FT1,Laptop
AMD E1-2100 APU,2,410,329,9,FT3,Laptop
AMD E1-2200 APU,2,474,368,9,FT3,Laptop
AMD E1-2500 APU,2,597,467,15,FT3,Laptop
AMD E1-6010 APU,2,522,419,10,FT3b,Laptop
AMD E1-6015 APU,2,558,440,NA,BGA769 (FT3b),Laptop
AMD E1-6050J APU,2,"1,385",787,10,Unknown,Unknown
AMD E1-7010 APU,2,582,492,10,BGA769 (FT3b),Laptop
AMD E2-1800 APU,2,441,527,18,FT1,Desktop
AMD E2-2000 APU,2,501,555,18,"BGA413,FT1",Laptop
AMD E2-3000 APU,2,726,547,15,FT3,Laptop
AMD E2-3000M APU,2,665,735,35,FS1,Laptop
AMD E2-3200 APU,2,953,964,65,FM1,Desktop
AMD E2-3800 APU,4,"1,124",447,15,FT3,Laptop
AMD E2-6110 APU,4,"1,121",466,15,"AM1,FT3b",Laptop
AMD E2-7110 APU,4,"1,527",615,15,FP4 BGA,Laptop
AMD E2-9000,2,958,801,10,Unknown,Laptop
AMD E2-9000e,2,832,725,6,Unknown,Laptop
AMD E2-9010,2,991,871,15,FP4,Laptop
AMD E2-9030,2,922,906,NA,BGA (FT4),Desktop
AMD Embedded G-Series GX-215JJ Radeon R2E,2,"1,057",869,10,FP4,"Laptop, Mobile/Embedded"
AMD Embedded G-Series GX-224IJ Radeon R4E,2,"1,271","1,119",15,FP4,"Laptop, Mobile/Embedded"
AMD Embedded G-Series GX-420GI Radeon R7E,4,"1,561",854,16.1,FP4,"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-216GD,2,"1,628","1,313",15,BGA (FP4),"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-418GD Radeon R6,4,"3,426","1,467",35,FP4,"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-421BD,4,"3,302","1,477",35,BGA (FP4),"Laptop, Mobile/Embedded"
AMD EPYC 3101 4-Core,4,"6,050","1,787",NA,Unknown,Unknown
AMD EPYC 3201,8,"10,258","1,928",30,SP4r2,Server
AMD EPYC 3251,8,"13,965","1,872",50,SP4r2,Server
AMD EPYC 7232P,8,"17,017","1,549",120,SP3,Server
AMD EPYC 7251,8,"14,935","1,671",120,SP3,Server
AMD EPYC 7252,8,"19,550","1,992",120,SP3,Server
AMD EPYC 7262,8,"20,827","2,026",155,SP3,Server
AMD EPYC 7272,12,"26,446","2,013",120,SP3,Server
AMD EPYC 7281,16,"21,230","1,613",155,SP3,Server
AMD EPYC 7282,16,"31,631","1,987",120,SP3,Server
AMD EPYC 7301,16,"14,991","1,363",155,SP3,Server
AMD EPYC 7302,16,"33,015","1,978",155,SP3,Server
AMD EPYC 7302P,16,"32,480","1,878",155,SP3,Server
AMD EPYC 7313,16,"40,575","2,610",155,SP3,Server
AMD EPYC 7313P,16,"40,879","2,608",155,SP3,Server
AMD EPYC 7343,16,"45,882","2,947",190,SP3,Server
AMD EPYC 7351,16,"23,566","1,821",155,SP3,Server
AMD EPYC 7351P,16,"25,484","1,809",155,SP3,Server
AMD EPYC 7352,24,"40,472","1,995",155,SP3,Server
AMD EPYC 7371,16,"31,094","2,377",NA,SP3,Server
AMD EPYC 73F3,16,"46,085","2,878",240,SP3,Server
AMD EPYC 7401P,24,"31,767","1,834",155,SP3,Server
AMD EPYC 7402,24,"51,368","2,081",180,SP3,Server
AMD EPYC 7402P,24,"41,741","1,970",180,SP3,Server
AMD EPYC 7413,24,"46,295","1,983",180,SP3,Server
AMD EPYC 7443P,24,"57,666","2,965",200,SP3,Server
AMD EPYC 7451,24,"20,471","1,975",180,SP3,Server
AMD EPYC 7452,32,"41,871","1,689",155,SP3,Server
AMD EPYC 7453,28,"53,511","2,580",225,SP3,Server
AMD EPYC 74F3,24,"60,948","2,975",240,SP3,Server
AMD EPYC 7501,32,"24,925","1,925",155,SP3,Server
AMD EPYC 7502,32,"49,177","1,843",180,SP3,Server
AMD EPYC 7502P,32,"48,760","1,886",180,SP3,Server
AMD EPYC 7513,32,"59,732","2,447",200,SP3,Server
AMD EPYC 7532,32,"55,358","2,137",200,SP3,Server
AMD EPYC 7542,32,"56,728","2,207",225,SP3,Server
AMD EPYC 7543,32,"56,562","2,563",240,SP3,Server
AMD EPYC 7543P,32,"67,144","2,742",225,SP3,Server
AMD EPYC 7551,32,"23,002","1,784",180,SP3,Server
AMD EPYC 7551P,32,"30,313","1,719",180,SP3,Server
AMD EPYC 7571,32,"27,445","1,934",120,SP3,Server
AMD EPYC 75F3,32,"68,505","2,775",280,SP3,Server
AMD EPYC 7601,32,"42,244","1,941",180,SP3,Server
AMD EPYC 7643,48,"76,455","2,695",225,SP3,Server
AMD EPYC 7662,64,"71,576","2,054",225,SP3,Server
AMD EPYC 7702,64,"71,646","2,097",200,SP3,Server
AMD EPYC 7702P,64,"61,689","2,110",200,SP3,Server
AMD EPYC 7713,64,"85,861","2,727",225,SP3,Server
AMD EPYC 7713P,64,"45,860","2,736",225,SP3,Server
AMD EPYC 7742,64,"68,749","2,145",225,SP3,Server
AMD EPYC 7763,64,"88,338","2,635",280,SP3,Server
AMD EPYC 7B13,60,"77,460","2,564",NA,Unknown,Server
AMD EPYC 7F32,8,"23,026","2,423",180,SP3,Server
AMD EPYC 7F52,16,"40,951","2,446",240,SP3,Server
AMD EPYC 7J13,64,"86,006","2,387",NA,Unknown,Server
AMD EPYC 7R32,48,"64,727","1,922",NA,Unknown,Server
AMD FirePro A320 APU,4,"2,634","1,482",100,FM2,Desktop
AMD FX-4100 Quad-Core,2,"2,567","1,278",95,AM3+,Desktop
AMD FX-4130 Quad-Core,2,"2,730","1,356",125,AM3+,Desktop
AMD FX-4150 Quad-Core,4,"3,327","1,465",125,AM3+,Desktop
AMD FX-4170 Quad-Core,2,"3,109","1,457",125,AM3+,Desktop
AMD FX-4200 Quad-Core,4,"3,134","1,285",125,AM3+,Desktop
AMD FX-4300 Quad-Core,2,"2,936","1,489",95,AM3+,Desktop
AMD FX-4320,2,"3,073","1,545",95,AM3+,Desktop
AMD FX-4330,2,"3,248","1,563",95,AM3+,Desktop
AMD FX-4350 Quad-Core,2,"3,261","1,604",125,AM3+,Desktop
AMD FX-6100 Six-Core,3,"3,678","1,318",95,AM3+,Desktop
AMD FX-6120 Six-Core,3,"3,863","1,415",95,AM3+,Desktop
AMD FX-6130 Six-Core,3,"4,353","1,390",125,AM3+,Desktop
AMD FX-6200 Six-Core,3,"3,993","1,382",125,AM3+,Desktop
AMD FX-6300 Six-Core,3,"4,151","1,485",95,AM3+,Desktop
AMD FX-6330 Six-Core,3,"4,455","1,540",95,AM3+,Desktop
AMD FX-6350 Six-Core,3,"4,447","1,536",125,AM3+,Desktop
AMD FX-670K Quad-Core,2,"2,897","1,566",65,FM2,Desktop
AMD FX-7500 APU,4,"1,832",911,19,FP3,Laptop
AMD FX-7600P,4,"2,481","1,208",35,FP3,Laptop
AMD FX-7600P APU,4,"2,856","1,436",35,FP3,Laptop
AMD FX-770K Quad-Core,2,"2,578","1,413",65,FM2+,Desktop
AMD FX-8100 Eight-Core,4,"3,847","1,094",95,AM3+,Desktop
AMD FX-8120 Eight-Core,4,"4,568","1,326",125,AM3+,Desktop
AMD FX-8140 Eight-Core,4,"4,860","1,273",95,AM3+,Desktop
AMD FX-8150 Eight-Core,4,"5,158","1,424",125,AM3+,Desktop
AMD FX-8300 Eight-Core,4,"5,223","1,482",95,AM3+,Desktop
AMD FX-8310 Eight-Core,4,"5,145","1,413",95,AM3+,Desktop
AMD FX-8320 Eight-Core,4,"5,414","1,474",125,AM3+,Desktop
AMD FX-8320E Eight-Core,4,"4,972","1,410",95,AM3+,Desktop
AMD FX-8350 Eight-Core,4,"5,968","1,576",125,AM3+,Desktop
AMD FX-8370 Eight-Core,4,"6,124","1,626",125,AM3+,Desktop
AMD FX-8370E Eight-Core,4,"5,235","1,490",95,AM3+,Desktop
AMD FX-870K Quad Core,2,"3,094","1,369",NA,Unknown,Unknown
AMD FX-8800P,2,"2,801","1,371",35,FP4,Laptop
AMD FX-9370 Eight-Core,4,"6,024","1,675",220,AM3+,Desktop
AMD FX-9590 Eight-Core,4,"6,764","1,828",220,AM3+,Desktop
AMD FX-9800P,4,"2,262","1,137",15,Unknown,Laptop
AMD FX-9830P,4,"3,252","1,563",35,FP4,Laptop
AMD FX-B4150 Quad-Core,2,"3,369","1,425",95,AM3+,Desktop
AMD G-T40E,2,289,313,6.4,FT1,Laptop
AMD G-T40N,2,292,321,9,FT1,Laptop
AMD G-T40R,1,120,327,5.5,FT1,Laptop
AMD G-T44R,1,130,328,9,FT1,Laptop
AMD G-T48E,2,416,454,18,FT1,Laptop
AMD G-T52R,1,177,381,18,FT1,Laptop
AMD G-T56E,2,442,522,18,FT1,Laptop
AMD G-T56N,2,470,520,18,FT1,Laptop
AMD Geode NX 2400+,1,400,634,NA,Unknown,Unknown
AMD GX-210JA SOC,2,248,231,6,FT3 (769-BGA),Laptop
AMD GX-212JC SOC,2,619,453,6,FT3b,Laptop
AMD GX-217GA SOC,2,762,558,15,FT3 (769-BGA),Laptop
AMD GX-218GL SOC,2,754,627,15,BGA769 (FT3b),Laptop
AMD GX-222GC SOC,2,"1,038",819,15,BGA769 (FT3b),"Laptop, Mobile/Embedded"
AMD GX-412HC,4,"1,065",412,7,FT3b,Laptop
AMD GX-415GA SOC,4,"1,386",520,15,FT3 (769-BGA),Laptop
AMD GX-420CA SOC,4,"1,767",669,25,FT3 (769-BGA),Laptop
AMD GX-420MC SOC,4,"1,796",695,17.5,FTB3b,Laptop
AMD GX-424CC SOC,4,"1,722",797,25,FT3b,Laptop
AMD Opteron 1212,2,593,729,103,AM2,Server
AMD Opteron 1214,2,696,830,103,AM2,Server
AMD Opteron 1214 HE,2,806,811,65,AM2,Server
AMD Opteron 1216,2,781,810,103,AM2,Server
AMD Opteron 1216 HE,2,727,847,65,AM2,Server
AMD Opteron 1218,2,910,962,103,AM2,Server
AMD Opteron 1220,2,"1,036","1,077",103,AM2,Server
AMD Opteron 1222,2,"1,089","1,128",103,AM2,Server
AMD Opteron 1352,4,"1,464",849,75,AM2,Server
AMD Opteron 1354,4,"1,620",864,75,AM2,Server
AMD Opteron 1356,4,"1,703",918,75,AM2,Server
AMD Opteron 1381,4,"1,797","1,011",75,AM3,Server
AMD Opteron 1385,4,"1,898","1,035",115,"AM2+,AM3",Server
AMD Opteron 1389,4,"2,079","1,102",75,AM2,Server
AMD Opteron 144,1,316,376,67,939,Server
AMD Opteron 146,1,346,400,67,939,Server
AMD Opteron 148,1,392,443,85.3,939,Server
AMD Opteron 150,1,393,471,85.3,939,Server
AMD Opteron 152,1,428,487,104,939,Server
AMD Opteron 154,1,457,534,104,939,Server
AMD Opteron 165,2,531,638,110,939,Server
AMD Opteron 170,2,648,715,110,939,Server
AMD Opteron 175,2,682,773,110,939,Server
AMD Opteron 180,2,746,874,110,939,Server
AMD Opteron 185,2,695,884,110,939,Server
AMD Opteron 2218,2,"1,036",491,95,F (1207),Server
AMD Opteron 2220,2,"1,106",553,95,F (1207),Server
AMD Opteron 2220 SE,2,909,519,119,F (1207),Server
AMD Opteron 2222,2,"1,198",618,95,F (1207),Server
AMD Opteron 2354,4,"1,509",857,115,F (1207),Server
AMD Opteron 2356,4,"1,733",849,75,F (1207),Server
AMD Opteron 2373 EE,4,"1,635",814,60,F (1207),Server
AMD Opteron 2378,4,"1,864",936,75,F (1207),Server
AMD Opteron 2384,4,"2,074","1,074",75,F (1207),Server
AMD Opteron 2393 SE,2,"1,317","1,237",105,F (1207),Server
AMD Opteron 2419 EE,6,"1,902",396,60,F (1207),Server
AMD Opteron 2427,6,"1,995",386,75,F (1207),Server
AMD Opteron 2431,6,"2,936",570,75,F (1207),Server
AMD Opteron 2435,6,"3,061",593,75,F (1207),Server
AMD Opteron 254,1,451,578,68,940,Server
AMD Opteron 270,2,761,411,95,940,Server
AMD Opteron 275,2,839,445,95,940,Server
AMD Opteron 280,2,765,430,95,940,Server
AMD Opteron 285,2,956,509,95,940,Server
AMD Opteron 290,2,952,570,95,940,Server
AMD Opteron 3250 HE,2,"2,061","1,003",45,AM3+,Server
AMD Opteron 3260 HE,2,"2,283",900,45,AM3+,Server
AMD Opteron 3280,8,"3,720","1,043",65,AM3+,Server
AMD Opteron 3320 EE,2,"1,918",838,25,AM3+,Server
AMD Opteron 3350 HE,4,"2,825","1,362",45,Unknown,Server
AMD Opteron 3365,4,"3,973","1,107",65,AM3+,Server
AMD Opteron 3380,8,"4,134","1,107",65,Unknown,Server
AMD Opteron 4130,4,"2,347","1,149",95,F (1207),Server
AMD Opteron 4162 EE,6,"2,058",382,35,F (1207),Server
AMD Opteron 4170 HE,6,"2,382",476,65,C32,Server
AMD Opteron 4184,6,"2,872",630,95,C32,Server
AMD Opteron 4226,3,"3,400","1,157",95,Socket C32,Server
AMD Opteron 4274 HE,4,"5,776","1,060",65,C32,Server
AMD Opteron 4280,4,"4,504","1,141",95,Socket C32,Server
AMD Opteron 4284,4,"4,665","1,181",95,Socket C32,Server
AMD Opteron 4332 HE,6,"3,906","1,413",65,Socket C32,Server
AMD Opteron 4334,3,"3,949","1,269",95,Socket C32,Server
AMD Opteron 4365 EE,4,"3,263",933,40,Socket C32,Server
AMD Opteron 4386,4,"4,378","1,012",95,C32,Server
AMD Opteron 6128,8,"2,826",447,115,G34,Server
AMD Opteron 6128 HE,8,"2,932",823,85,Socket G34,Server
AMD Opteron 6136,8,"3,381",549,115,Socket G34,Server
AMD Opteron 6164 HE,12,"3,478",399,85,Socket G34,Server
AMD Opteron 6172,12,"2,789",432,115,G34,Server
AMD Opteron 6174,12,"3,697",488,115,Socket G34,Server
AMD Opteron 6176 SE,12,"3,564",507,140,G34,Server
AMD Opteron 6212,4,"4,007","1,085",115,Socket G34,Server
AMD Opteron 6220,4,"4,753","1,203",115,Socket G34,Server
AMD Opteron 6234,6,"4,072",547,115,G34,Server
AMD Opteron 6238,6,"5,625","1,157",115,Socket G34,Server
AMD Opteron 6272,8,"5,240",753,115,G34,Server
AMD Opteron 6274,8,"5,286",849,115,G34,Server
AMD Opteron 6276,8,"6,245","1,005",115,Socket G34,Server
AMD Opteron 6281,8,"7,279","1,129",NA,Socket G34,Server
AMD Opteron 6282 SE,16,"6,385",953,140,Unknown,Server
AMD Opteron 6287 SE,16,"6,925","1,091",NA,G34,Server
AMD Opteron 6328,4,"5,246","1,433",115,G34,Server
AMD Opteron 6344,6,"6,069","1,231",115,Unknown,Server
AMD Opteron 6348,6,"8,030","1,302",115,Unknown,Server
AMD Opteron 6366 HE,8,"4,858",793,85,Unknown,Server
AMD Opteron 6376,8,"5,572","1,165",115,Socket G34,Server
AMD Opteron 6378,8,"5,889","1,127",115,G34,Server
AMD Opteron 6380,8,"6,645","1,096",115,G34,Server
AMD Opteron 6386 SE,16,"7,017","1,262",140,Socket G34,Server
AMD Opteron 8439 SE,6,"2,479",590,105,F (1207),Server
AMD Opteron X2170 APU,4,"1,911",832,25,FT3,Server
AMD Opteron X3216 APU,2,"1,525","1,294",15,Unknown,Server
AMD Opteron X3418 APU,4,"3,137","1,450",25,Unknown,Server
AMD Opteron X3421 APU,4,"3,375","1,497",35,Unknown,Server
AMD Phenom 8250 Triple-Core,3,"1,114",752,65,Unknown,Desktop
AMD Phenom 8250e Triple-Core,3,"1,084",729,65,940,Desktop
AMD Phenom 8400 Triple-Core,3,"1,079",786,95,AM2+,Desktop
AMD Phenom 8450 Triple-Core,3,"1,214",829,95,AM2+,Desktop
AMD Phenom 8450e Triple-Core,3,"1,134",781,65,AM2+,Desktop
AMD Phenom 8600 Triple-Core,3,"1,210",898,95,AM2+,Desktop
AMD Phenom 8600B Triple-Core,3,"1,390",957,95,AM2+,Desktop
AMD Phenom 8650 Triple-Core,3,"1,205",854,95,AM2+,Desktop
AMD Phenom 8750 Triple-Core,3,"1,343",974,95,AM2+,Desktop
AMD Phenom 8750B Triple-Core,3,"1,188",901,95,AM2+,Desktop
AMD Phenom 8850 Triple-Core,3,"1,142",982,95,AM2+,Desktop
AMD Phenom 8850B Triple-Core,3,"1,281",972,95,Unknown,Desktop
AMD Phenom 9100e Quad-Core,4,"1,279",734,65,AM2+,Desktop
AMD Phenom 9150e Quad-Core,4,"1,340",713,65,AM2+,Desktop
AMD Phenom 9350e Quad-Core,4,"1,501",792,65,AM2+,Desktop
AMD Phenom 9450e Quad-Core,4,"1,455",841,65,AM2+,Desktop
AMD Phenom 9500 Quad-Core,4,"1,512",849,95,AM2+,Desktop
AMD Phenom 9550 Quad-Core,4,"1,640",872,95,AM2+,Desktop
AMD Phenom 9600 Quad-Core,4,"1,619",904,95,AM2+,Desktop
AMD Phenom 9600B Quad-Core,4,"1,736",937,95,AM2+,Desktop
AMD Phenom 9650 Quad-Core,4,"1,699",924,95,AM2+,Desktop
AMD Phenom 9750 Quad-Core,4,"1,804",942,125,AM2+,Desktop
AMD Phenom 9750B Quad-Core,4,"1,520",913,95,AM2+,Desktop
AMD Phenom 9850 Quad-Core,4,"1,680",925,125,AM2+,Desktop
AMD Phenom 9850B Quad-Core,4,"1,946",992,95,Unknown,Unknown
AMD Phenom 9950 Quad-Core,4,"1,892","1,041",125,AM2+,Desktop
AMD Phenom FX-5000 Quad-Core,4,"1,599",826,65,AM2+,Unknown
AMD Phenom FX-5200 Quad-Core,4,"1,699",919,65,AM3,Unknown
AMD Phenom II N620 Dual-Core,2,990,"1,069",35,S1,Laptop
AMD Phenom II N640 Dual-Core,2,965,"1,039",35,S1,Laptop
AMD Phenom II N660 Dual-Core,2,"1,065","1,167",35,S1,Laptop
AMD Phenom II N830 3+1,4,"1,768",935,35,S1,Laptop
AMD Phenom II N830 Triple-Core,3,"1,137",798,35,S1,Laptop
AMD Phenom II N850 Triple-Core,3,"1,253",882,35,S1,Laptop
AMD Phenom II N870 Triple-Core,3,"1,139",858,35,S1,Laptop
AMD Phenom II N930 Quad-Core,4,"1,558",825,35,S1,Laptop
AMD Phenom II N950 Quad-Core,4,"1,538",854,35,S1,Laptop
AMD Phenom II N970 Quad-Core,4,"1,647",902,35,S1,Laptop
AMD Phenom II P650 Dual-Core,2,933,985,35,S1,Laptop
AMD Phenom II P820 Triple-Core,3,"1,068",717,25,S1,Laptop
AMD Phenom II P840 Triple-Core,3,"1,116",790,35,S1,Laptop
AMD Phenom II P860 Triple-Core,3,"1,214",831,35,S1,Laptop
AMD Phenom II P920 Quad-Core,4,"1,160",598,25,S1,Laptop
AMD Phenom II P940 Quad-Core,4,"1,319",679,35,S1,Laptop
AMD Phenom II P960 Quad-Core,4,"1,412",740,35,S1,Laptop
AMD Phenom II X2 511,2,"1,163","1,253",65,AM2+/AM3,Unknown
AMD Phenom II X2 521,2,"1,279","1,366",65,AM2+/AM3,Unknown
AMD Phenom II X2 545,2,"1,107","1,083",80,AM2+/AM3,Desktop
AMD Phenom II X2 550,2,"1,169","1,240",80,AM2+/AM3,Desktop
AMD Phenom II X2 555,2,"1,308","1,315",80,AM2+/AM3,Desktop
AMD Phenom II X2 560,2,"1,426","1,450",80,AM2+/AM3,Unknown
AMD Phenom II X2 565,2,"1,405","1,413",80,AM2+/AM3,Desktop
AMD Phenom II X2 570,2,"1,360","1,408",80,AM3,Desktop
AMD Phenom II X2 B53,2,"1,126","1,164",80,AM3,Desktop
AMD Phenom II X2 B55,2,"1,151","1,244",80,AM3,Desktop
AMD Phenom II X2 B57,2,"1,099","1,231",80,Unknown,Unknown
AMD Phenom II X2 B59,2,"1,392","1,384",80,AM2+/AM3,Unknown
AMD Phenom II X3 700e,3,"1,430",969,65,AM3,Desktop
AMD Phenom II X3 705e,3,"1,222",962,65,AM3,Desktop
AMD Phenom II X3 710,3,"1,554","1,069",95,AM3,Desktop
AMD Phenom II X3 720,3,"1,495","1,094",95,AM3,Desktop
AMD Phenom II X3 740,3,"1,424",982,95,Unknown,Unknown
AMD Phenom II X3 B73,3,"1,538","1,056",95,AM3,Desktop
AMD Phenom II X3 B75,3,"1,485","1,154",95,AM3,Desktop
AMD Phenom II X3 B77,3,"1,844","1,310",95,AM2+/AM3,Unknown
AMD Phenom II X4 805,4,"1,844",999,95,AM3,Desktop
AMD Phenom II X4 810,4,"1,849","1,018",95,AM3,Desktop
AMD Phenom II X4 820,4,"2,105","1,136",95,AM3,Desktop
AMD Phenom II X4 830,4,"2,022","1,083",95,AM2+/AM3,Unknown
AMD Phenom II X4 840,4,"2,350","1,308",95,AM2+/AM3,Desktop
AMD Phenom II X4 840T,4,"2,245","1,271",95,AM2+/AM3,Unknown
AMD Phenom II X4 850,4,"2,496","1,350",95,AM2+/AM3,Unknown
AMD Phenom II X4 900e,4,"1,505",917,65,AM3,Desktop
AMD Phenom II X4 905e,4,"1,895","1,029",65,AM3,Desktop
AMD Phenom II X4 910,4,"1,776",988,95,AM3,Desktop
AMD Phenom II X4 910e,4,"2,044","1,076",65,AM3,Desktop
AMD Phenom II X4 920,4,"1,899","1,068",125,AM2+,Desktop
AMD Phenom II X4 925,4,"2,173","1,156",95,AM3,Desktop
AMD Phenom II X4 940,4,"2,228","1,210",125,AM2+,Desktop
AMD Phenom II X4 945,4,"2,259","1,226",125,AM3,Desktop
AMD Phenom II X4 955,4,"2,428","1,302",125,AM3,Desktop
AMD Phenom II X4 960T,4,"2,196","1,290",95,AM3,Desktop
AMD Phenom II X4 965,4,"2,547","1,357",125,AM3,Desktop
AMD Phenom II X4 970,4,"2,644","1,412",125,AM3,Unknown
AMD Phenom II X4 973,4,"2,204","1,180",NA,Unknown,Unknown
AMD Phenom II X4 975,4,"2,544","1,417",125,AM3,Unknown
AMD Phenom II X4 977,4,"2,377","1,368",95,Unknown,Unknown
AMD Phenom II X4 980,4,"2,829","1,521",125,AM3,Unknown
AMD Phenom II X4 B05e,4,"1,906",974,NA,Unknown,Unknown
AMD Phenom II X4 B15e,4,"1,825","1,069",NA,AM2+/AM3,Desktop
AMD Phenom II X4 B25,4,"2,108","1,040",NA,AM2+/AM3,Desktop
AMD Phenom II X4 B35,4,"2,341","1,215",NA,AM2+/AM3,Desktop
AMD Phenom II X4 B40,4,"2,238","1,231",NA,Unknown,Desktop
AMD Phenom II X4 B45,4,"2,152","1,249",NA,Unknown,Unknown
AMD Phenom II X4 B50,4,"2,237","1,268",NA,AM2+/AM3,Desktop
AMD Phenom II X4 B55,4,"2,465","1,319",NA,AM2+/AM3,Desktop
AMD Phenom II X4 B60,4,"2,357","1,304",NA,Unknown,Unknown
AMD Phenom II X4 B65,4,"2,576","1,357",NA,AM2+/AM3,Desktop
AMD Phenom II X4 B70,4,"2,303","1,209",65,AM2+ (938-pin),Desktop
AMD Phenom II X4 B93,4,"2,104","1,141",95,AM3,Desktop
AMD Phenom II X4 B95,4,"2,329","1,238",95,AM3,Desktop
AMD Phenom II X4 B97,4,"2,498","1,326",95,AM2+/AM3,Desktop
AMD Phenom II X4 B99,4,"2,536","1,377",95,Unknown,Unknown
AMD Phenom II X6 1035T,6,"2,947","1,231",95,AM3,Desktop
AMD Phenom II X6 1045T,6,"3,034","1,287",95,AM3,Desktop
AMD Phenom II X6 1055T,6,"3,192","1,313",125,AM3,Desktop
AMD Phenom II X6 1065T,6,"3,298","1,356",95,AM3,Desktop
AMD Phenom II X6 1075T,6,"3,284","1,411",125,AM3,Desktop
AMD Phenom II X6 1090T,6,"3,650","1,456",125,AM3,Desktop
AMD Phenom II X6 1100T,6,"3,729","1,502",125,AM3,Desktop
AMD Phenom II X6 1405T,6,"3,335","1,247",95,"AM2+,AM3",Desktop
AMD Phenom II X620 Dual-Core,2,"1,262","1,339",45,S1,Laptop
AMD Phenom II X640 Dual-Core,2,"1,165","1,142",45,S1,Unknown
AMD Phenom II X920 Quad-Core,4,"1,669",944,45,S1,Laptop
AMD Phenom II X940 Quad-Core,4,"1,797",785,45,S1,Laptop
AMD Phenom X2 Dual-Core GE-5060,2,"1,566","1,053",NA,Unknown,Unknown
AMD Phenom X2 Dual-Core GE-6060,2,"1,722","1,160",NA,Unknown,Unknown
AMD Phenom X2 Dual-Core GE-7060,2,"1,010","1,332",NA,Unknown,Unknown
AMD Phenom X2 Dual-Core GP-7730,2,884,"1,047",NA,Unknown,Unknown
AMD Phenom X3 8550,3,976,810,95,AM2/AM2+,Desktop
AMD Phenom X4 Quad-Core GP-9500,4,"1,297",711,95,AM2+,Desktop
AMD Phenom X4 Quad-Core GP-9530,4,"1,228",417,NA,AM2+ (940-pin),Desktop
AMD Phenom X4 Quad-Core GP-9600,4,"1,649",764,95,AM2+,Desktop
AMD Phenom X4 Quad-Core GP-9730,4,"1,784",957,NA,AM2+ (940-pin),Desktop
AMD Phenom X4 Quad-Core GS-6560,4,"1,063",282,NA,Unknown,Unknown
AMD PRO A10-8700B,2,"2,262","1,140",15,BGA (FP4),Laptop
AMD PRO A10-8730B,4,"2,388","1,226",15,FP4,Laptop
AMD PRO A10-8750B,2,"2,897","1,294",65,FM2+,Desktop
AMD PRO A10-8770,4,"3,434","1,522",65,AM4,Desktop
AMD PRO A10-8770E,4,"3,117","1,438",35,AM4,Desktop
AMD PRO A10-8850B,2,"3,752","1,611",95,FM2+,Desktop
AMD PRO A10-9700,2,"3,644","1,655",65,AM4,Desktop
AMD PRO A10-9700B,4,"2,602","1,311",15,FP4,Laptop
AMD PRO A10-9700E,2,"2,896","1,333",35,AM4,Desktop
AMD PRO A12-8800B,2,"2,622","1,357",15,FP4,Laptop
AMD PRO A12-8830B,4,"2,392","1,192",15,BGA (FP4),Laptop
AMD PRO A12-8870,4,"3,848","1,718",65,AM4,Desktop
AMD PRO A12-8870E,4,"3,083","1,520",35,AM4,Desktop
AMD PRO A12-9800,4,"3,878","1,775",65,AM4,Desktop
AMD PRO A12-9800B,4,"2,729","1,387",15,FP4,Laptop
AMD PRO A12-9800E,4,"3,191","1,546",35,AM4,Desktop
AMD PRO A4-3350B APU,4,"1,702",779,15,FT3b,Laptop
AMD PRO A4-4350B,2,"1,093",988,15,FT4,Laptop
AMD PRO A4-8350B,1,"1,552","1,365",65,FM2+,Desktop
AMD PRO A6-7350B,2,"1,679","1,535",15,FMA4,Laptop
AMD PRO A6-8500B,2,"1,704","1,365",15,FP4,Laptop
AMD PRO A6-8530B,2,"1,498","1,271",15,FP4,Laptop
AMD PRO A6-8550B,1,"1,885","1,623",65,FM2+,Desktop
AMD PRO A6-8570,2,"1,889","1,638",65,AM4,Desktop
AMD PRO A6-8570E,2,"1,489","1,216",35,Unknown,Desktop
AMD PRO A6-9500,2,"1,875","1,618",65,AM4,Desktop
AMD PRO A6-9500B,2,"1,340","1,108",15,FP4,Laptop
AMD PRO A6-9500E,2,"1,662","1,493",35,AM4,Desktop
AMD PRO A8-8600B,4,"2,160","1,096",15,BGA (FP4),Laptop
AMD PRO A8-8650B,4,"3,192","1,485",65,FM2+,Desktop
AMD PRO A8-8670E,4,"2,989","1,382",35,AM4,Desktop
AMD PRO A8-9600,2,"3,347","1,468",65,AM4,Desktop
AMD PRO A8-9600B,4,"2,388","1,310",15,FP4,Laptop
AMD QC-4000,4,"1,155",449,15,FT3,Laptop
AMD R-260H APU,2,954,902,17,BGA827 (FP2),Laptop
AMD R-272F APU,2,"1,215","1,087",35,FS1,"Desktop, Laptop"
AMD R-460L APU,4,"1,183",776,25,BGA827 (FP2),Laptop
AMD R-464L APU,4,"1,773","1,123",35,FS1r2,Unknown
AMD RX-425BB,4,"2,724","1,282",35,FP3,Mobile/Embedded
AMD RX-427BB,4,"2,729","1,297",35,FP3,Laptop
AMD Ryzen 3 1200,4,"6,302","1,927",65,AM4,Desktop
