Videocard Name,G3D Mark -,G2D Mark -,TDP (W) -,Category
Radeon HD 8650G + HD 8570M Dual,716,317,NA,Unknown
Radeon HD 8650G + HD 8600/8700M Dual,764,356,NA,Unknown
Radeon HD 8650G + HD 8600M Dual,606,378,NA,Unknown
Radeon HD 8650G + HD 8600M N HD 8600M Dual,758,413,NA,Unknown
Radeon HD 8650G + HD 8670M Dual,585,320,NA,Unknown
Radeon HD 8650G + HD 8750M Dual,779,345,NA,Unknown
Radeon HD 8650G + HD 8790M Dual,800,404,NA,Unknown
Radeon HD 8650G + R5 M200 Dual,723,323,NA,Unknown
Radeon HD 8650G + R5 M230 Dual,686,374,NA,Unknown
Radeon HD 8650G N HD 8650G + HD 8570M Dual,773,368,NA,Unknown
Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,796,322,NA,Unknown
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,680,347,NA,Unknown
Radeon HD 8670D,548,189,NA,Unknown
Radeon HD 8670D + 6670 Dual,"1,361",568,NA,Unknown
Radeon HD 8670D + 7000 Dual,812,488,NA,Unknown
Radeon HD 8670D + 7700 Dual,"1,789",572,NA,Unknown
Radeon HD 8670D + 8570 Dual,974,419,NA,Unknown
Radeon HD 8670D + HD 6670 Dual,"1,222",541,NA,Unknown
Radeon HD 8670D + HD 7000 Dual,719,403,NA,Unknown
Radeon HD 8670D + HD 7600 Dual,"1,318",472,NA,Unknown
Radeon HD 8670D + HD 7700 Dual,"1,892",446,NA,Unknown
Radeon HD 8670D + R5 235 Dual,837,518,NA,Unknown
Radeon HD 8670D + R5 330 Dual,746,494,NA,Unknown
Radeon HD 8670D + R7 200 Dual,950,506,NA,Unknown
Radeon HD 8670D + R7 240 Dual,"1,020",525,NA,Unknown
Radeon HD 8670D N HD 8670D + HD 8670D Dual,489,526,NA,Unknown
Radeon HD 8670M,520,488,NA,Mobile
Radeon HD 8690A,466,128,NA,Unknown
Radeon HD 8690M,984,768,NA,Unknown
Radeon HD 8730M,668,187,NA,Mobile
Radeon HD 8750M,852,210,NA,Mobile
Radeon HD 8790M,"1,306",751,NA,Mobile
Radeon HD 8790M / R9 M290X,"1,211",694,NA,Unknown
Radeon HD 8850M,973,502,NA,Mobile
Radeon HD 8850M / R9 M265X,"1,140",741,NA,Unknown
Radeon HD 8870M,"1,638",629,NA,Mobile
Radeon HD 8870M / R9 M270X / M370X,"1,800",679,NA,Unknown
Radeon HD 8950,"2,267",423,225,Desktop
Radeon HD 8970M,"3,876",807,100,Mobile
Radeon HD 8990,"5,214",658,375,Desktop
Radeon HD HD7850M,"1,652",686,NA,Unknown
Radeon HD4650,240,99,NA,Unknown
Radeon HD4670,366,585,NA,Unknown
RADEON HD6370D,320,312,NA,Unknown
RADEON HD6410D,423,296,NA,Unknown
RADEON HD6530D,532,327,NA,Unknown
RADEON HD7450,199,215,NA,Unknown
Radeon HD8530M,490,438,NA,Unknown
Radeon HD8970M,"3,369",663,NA,Unknown
Radeon HDG 4670,170,197,NA,Unknown
RADEON IGP 320,4,44,NA,Unknown
Radeon IGP 320M,4,101,NA,Unknown
Radeon IGP 340M,3,102,NA,Unknown
RADEON IGP 345M,3,82,NA,Unknown
RADEON IGP 34xM,2,89,NA,Unknown
RADEON IGP 350M,6,136,NA,Unknown
Radeon Infoshock 3000,107,475,NA,Unknown
Radeon Instinct MI25 MxGPU,"10,466",727,NA,Unknown
Radeon M535DX,750,288,NA,Unknown
Radeon Pro,"1,965",641,NA,Unknown
Radeon Pro 450,"2,723",619,NA,Unknown
Radeon Pro 455,"3,113",705,NA,Unknown
Radeon Pro 460,"3,453",679,NA,Unknown
Radeon Pro 465,"4,538",562,NA,Unknown
Radeon Pro 5300,"7,522",663,NA,Unknown
Radeon Pro 5300M,"5,840",636,85,Unknown
Radeon Pro 5500 XT,"8,298",628,NA,Unknown
Radeon Pro 5500M,"6,734",687,85,Unknown
Radeon Pro 555,"3,141",659,NA,Unknown
Radeon Pro 560,"3,475",724,NA,Unknown
Radeon Pro 5600M,"10,200",702,50,Mobile
Radeon Pro 560X,"3,678",711,NA,Unknown
Radeon Pro 570,"6,337",697,NA,Unknown
Radeon Pro 5700,"11,844",829,130,Desktop
Radeon Pro 5700 XT,"12,484",837,130,Desktop
Radeon Pro 580,"7,753",943,NA,Unknown
Radeon Pro 580X,"7,540",698,150,Desktop
Radeon Pro Duo,"8,324",715,350,Desktop
Radeon Pro Ryzen 7 PRO 5850U,"2,217",645,NA,Unknown
Radeon Pro SSG,"10,498",601,NA,Unknown
Radeon Pro V340 MxGPU,"2,853",118,NA,Unknown
Radeon Pro V520 MxGPU,"12,853",546,NA,Unknown
Radeon Pro Vega 16,"4,683",672,NA,Unknown
Radeon Pro Vega 20,"5,117",544,NA,Unknown
Radeon Pro Vega 48,"11,504",821,NA,Unknown
Radeon Pro Vega 56,"12,386",860,NA,Desktop
Radeon Pro Vega 64,"12,402",836,NA,Unknown
Radeon Pro Vega 64X,"14,630",948,NA,Unknown
Radeon Pro Vega II,"14,738",827,NA,Unknown
Radeon Pro VII,"16,853",720,NA,Unknown
Radeon Pro W5500,"9,286",902,125,Desktop
Radeon Pro W5500M,"2,010",533,85,Mobile
Radeon Pro W5700,"15,019",903,205,Desktop
Radeon PRO W6400,"5,916",621,NA,Unknown
Radeon PRO W6600,"14,181",939,NA,Unknown
Radeon PRO W6800,"18,870",914,NA,Unknown
Radeon Pro WX 2100,"1,758",404,35,Mobile
Radeon Pro WX 3100,"2,599",487,50,Workstation
Radeon Pro WX 3200,"2,456",478,65,Mobile
Radeon Pro WX 4100,"3,766",690,50,Desktop
Radeon Pro WX 4130,"1,881",395,50,Mobile
Radeon Pro WX 4150,"1,935",413,50,Mobile
Radeon Pro WX 4170,"1,409",427,50,Mobile
Radeon Pro WX 5100,"5,511",820,75,Workstation
Radeon Pro WX 7100,"7,822",787,130,Workstation
Radeon Pro WX 7130,"5,722",695,130,Mobile
Radeon Pro WX 8200,"14,110",824,230,Desktop
Radeon Pro WX 9100,"13,241",772,230,Desktop
Radeon Pro WX Vega M GL,"6,049",777,65,Mobile
Radeon R1E,301,179,NA,Unknown
Radeon R2,241,68,NA,Unknown
Radeon R2E,229,100,NA,Unknown
Radeon R3,302,96,NA,Unknown
Radeon R3E,206,90,NA,Unknown
Radeon R4,332,101,NA,Unknown
Radeon R4E,487,366,NA,Unknown
Radeon R5 220,135,112,19,Desktop
Radeon R5 230,222,255,NA,Unknown
Radeon R5 235,329,176,35,Desktop
Radeon R5 235 + HD 7560D Dual,744,441,NA,Unknown
Radeon R5 235 + HD 8570D Dual,738,486,NA,Unknown
Radeon R5 235X,280,210,18,Desktop
Radeon R5 240,520,195,50,Desktop
Radeon R5 310,332,545,NA,Unknown
Radeon R5 330,513,200,30,Desktop
Radeon R5 340,996,370,NA,Unknown
Radeon R5 420,575,230,NA,Unknown
Radeon R5 430,939,313,NA,Unknown
Radeon R5 435,841,235,NA,Unknown
Radeon R5 A10-9600P 4C+6G,619,146,NA,Unknown
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",716,146,NA,Unknown
Radeon R5 A10-9620P 4C+6G,732,196,NA,Unknown
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",626,165,NA,Unknown
Radeon R5 A10-9630P 4C+6G,977,270,NA,Unknown
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",580,175,NA,Unknown
Radeon R5 A240,576,802,NA,Unknown
Radeon R5 A6-7480,811,217,NA,Unknown
Radeon R5 A6-8500P,624,209,NA,Unknown
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",605,271,NA,Unknown
Radeon R5 A6-9500 2C+6G,853,249,NA,Unknown
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",878,200,NA,Unknown
Radeon R5 A6-9500E 2C+4G,"1,015",438,NA,Unknown
Radeon R5 M230,391,139,NA,Mobile
Radeon R5 M240,432,247,NA,Unknown
Radeon R5 M255,500,141,NA,Mobile
Radeon R5 M315,476,205,NA,Unknown
Radeon R5 M320,427,139,NA,Unknown
Radeon R5 M330,596,519,18,Mobile
Radeon R5 M335,549,577,NA,Mobile
Radeon R5 M420,470,164,NA,Unknown
Radeon R5 M430,649,516,NA,Unknown
Radeon R5 M435,796,179,NA,Unknown
Radeon R5 Opteron X3216,394,182,NA,Unknown
Radeon R5 PRO A10-8730B 4C+6G,695,201,NA,Unknown
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",598,152,NA,Unknown
Radeon R5 PRO A6-8500B 2C+4G,508,416,NA,Unknown
Radeon R5 PRO A6-8530B 2C+4G,690,354,NA,Unknown
Radeon R5 PRO A6-8570 2C+6G,847,292,NA,Unknown
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G","1,064",249,NA,Unknown
Radeon R5 PRO A6-8570E 2C+4G,638,268,NA,Unknown
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",866,210,NA,Unknown
Radeon R5 PRO A6-9500 2C+6G,"1,096",353,NA,Unknown
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G","1,000",231,NA,Unknown
Radeon R5 PRO A6-9500B 2C+4G,693,323,NA,Unknown
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",507,131,NA,Unknown
Radeon R5 PRO A6-9500E 2C+4G,771,288,NA,Unknown
Radeon R5 PRO A8-9600B 4C+6G,659,224,NA,Unknown
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",718,181,NA,Unknown
Radeon R5E,301,106,NA,Unknown
Radeon R6,650,146,15,"Desktop, Mobile"
Radeon R6 + R7 M265DX Dual,571,328,NA,Unknown
Radeon R6 A10-8700P,532,140,NA,Unknown
Radeon R6 A10-9600P 4C+6G,970,336,NA,Unknown
Radeon R6 A8-8600P,475,151,NA,Unknown
Radeon R6 M255DX,572,106,NA,Unknown
Radeon R6 Opteron X3418,955,399,NA,Unknown
Radeon R6 PRO A10-8700B 4C+6G,538,146,NA,Unknown
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",526,146,NA,Unknown
Radeon R6 PRO A8-8600B 4C+6G,532,158,NA,Unknown
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",572,151,NA,Unknown
Radeon R7 + HD 7700 Dual,"1,962",498,NA,Unknown
Radeon R7 + R5 330 Dual,"1,028",531,NA,Unknown
Radeon R7 + R5 340 Dual,"1,235",471,NA,Unknown
Radeon R7 + R5 435 Dual A10-9700 RADEON,886,480,NA,Unknown
Radeon R7 + R5 Dual,898,496,NA,Unknown
Radeon R7 + R7 200 Dual,"1,129",310,NA,Unknown
Radeon R7 + R7 240 Dual,"1,045",374,NA,Unknown
Radeon R7 + R7 250 Dual,"1,232",576,NA,Unknown
Radeon R7 + R7 350 Dual,"1,982",552,NA,Unknown
Radeon R7 +8G,"1,191",460,NA,Unknown
Radeon R7 240,863,259,30,Desktop
Radeon R7 240 + HD 8570D Dual,918,352,NA,Unknown
Radeon R7 240 + HD 8670D Dual,930,471,NA,Unknown
Radeon R7 250,"1,153",296,75,Desktop
Radeon R7 250X,"2,269",637,95,Desktop
Radeon R7 260,"2,892",559,95,Desktop
Radeon R7 260X,"3,149",506,115,Desktop
Radeon R7 340,931,357,NA,Unknown
Radeon R7 360,"3,034",495,100,Desktop
Radeon R7 370,"4,474",594,150,Desktop
Radeon R7 430,"1,122",423,NA,Unknown
Radeon R7 450,"1,974",573,65,Desktop
Radeon R7 7850A10-7850K,551,506,NA,Unknown
Radeon R7 A10 Extreme Edition,816,286,NA,Unknown
Radeon R7 A10 PRO-7800B,562,289,NA,Unknown
Radeon R7 A10 PRO-7850B,958,403,NA,Unknown
Radeon R7 A10-7700K,749,227,NA,Unknown
Radeon R7 A10-7800,691,197,NA,Unknown
Radeon R7 A10-7850K,981,285,95,Desktop
Radeon R7 A10-7860K,912,228,NA,Unknown
Radeon R7 A10-7870K,"1,280",273,NA,Unknown
Radeon R7 A10-7890K,781,241,NA,Unknown
Radeon R7 A10-8750,885,243,NA,Unknown
Radeon R7 A10-8850,773,277,NA,Unknown
Radeon R7 A10-9700 RADEON,975,239,NA,Unknown
Radeon R7 A10-9700E RADEON,"1,138",346,NA,Unknown
Radeon R7 A12-9700P RADEON,703,165,NA,Unknown
Radeon R7 A12-9720P RADEON,759,186,NA,Unknown
Radeon R7 A12-9730P RADEON,"1,047",283,NA,Unknown
Radeon R7 A12-9800 RADEON,989,288,NA,Unknown
Radeon R7 A12-9800E RADEON,941,257,NA,Unknown
Radeon R7 A265,955,737,NA,Unknown
Radeon R7 A360,676,346,NA,Unknown
Radeon R7 A365,781,763,NA,Unknown
Radeon R7 A370,"1,281",742,NA,Unknown
Radeon R7 A8 PRO-7600B,627,156,NA,Unknown
Radeon R7 A8-7500,948,336,NA,Unknown
Radeon R7 A8-7500 4C+6G,853,390,NA,Unknown
Radeon R7 A8-7600,781,209,NA,Unknown
Radeon R7 A8-7650K,704,208,NA,Unknown
Radeon R7 A8-7670K,862,318,NA,Unknown
Radeon R7 A8-7680,752,210,NA,Unknown
Radeon R7 A8-8650,913,499,NA,Unknown
Radeon R7 A8-9600 RADEON,808,193,NA,Unknown
Radeon R7 FX-8800P,775,184,NA,Unknown
Radeon R7 FX-9800P RADEON,727,197,NA,Unknown
Radeon R7 FX-9830P RADEON,"1,110",229,NA,Unknown
Radeon R7 G,870,532,NA,Unknown
Radeon R7 M260,451,117,NA,Mobile
Radeon R7 M260DX,822,210,NA,Unknown
Radeon R7 M260X,947,175,NA,Mobile
Radeon R7 M265,576,170,NA,Mobile
Radeon R7 M265DX,499,138,NA,Unknown
Radeon R7 M270,734,167,NA,Unknown
Radeon R7 M270DX,962,233,NA,Unknown
Radeon R7 M340,640,150,NA,Mobile
Radeon R7 M350,"1,027",230,NA,Unknown
Radeon R7 M360,552,150,NA,Mobile
Radeon R7 M365X,884,234,NA,Unknown
Radeon R7 M370,"1,418",676,NA,Mobile
Radeon R7 M380,"1,669",534,NA,Unknown
Radeon R7 M440,868,181,NA,Unknown
Radeon R7 M445,913,182,NA,Unknown
Radeon R7 M460,"1,046",227,NA,Unknown
Radeon R7 M465,"1,202",479,NA,Unknown
Radeon R7 M465X,"1,624",440,NA,Unknown
Radeon R7 Opteron X3421,"1,169",328,NA,Unknown
Radeon R7 PRO A10-8750B,758,224,NA,Unknown
Radeon R7 PRO A10-8770,931,241,NA,Unknown
Radeon R7 PRO A10-8770E,899,241,NA,Unknown
Radeon R7 PRO A10-8850B,945,552,NA,Unknown
Radeon R7 PRO A10-9700,771,212,NA,Unknown
Radeon R7 PRO A10-9700B,758,259,NA,Unknown
Radeon R7 PRO A10-9700E,933,234,NA,Unknown
Radeon R7 PRO A12-8800B,642,201,NA,Unknown
Radeon R7 PRO A12-8830B,883,341,NA,Unknown
Radeon R7 PRO A12-8870,"1,376",541,NA,Unknown
Radeon R7 PRO A12-8870E,962,312,NA,Unknown
Radeon R7 PRO A12-9800,"1,117",334,NA,Unknown
Radeon R7 PRO A12-9800B,722,197,NA,Unknown
Radeon R7 PRO A12-9800E,989,266,NA,Unknown
Radeon R7 PRO A6-9500 2C+6G,781,439,NA,Unknown
Radeon R7 PRO A8-8650B,730,191,NA,Unknown
Radeon R7 PRO A8-8670E,"1,310",442,NA,Unknown
Radeon R7 PRO A8-9600,"1,049",482,NA,Unknown
Radeon R7E,690,208,NA,Unknown
Radeon R8 M365DX,741,336,NA,Unknown
Radeon R8 M445DX,806,179,NA,Unknown
Radeon R8 M535DX,670,182,NA,Unknown
Radeon R9 255,"1,485",395,NA,Desktop
Radeon R9 260,"3,018",643,NA,Unknown
Radeon R9 270,"4,306",567,NA,Unknown
Radeon R9 270 / R7 370,"4,260",645,150,Desktop
Radeon R9 270X,"4,922",607,180,Desktop
Radeon R9 280,"5,661",678,250,Desktop
Radeon R9 280X,"6,285",691,250,Desktop
Radeon R9 285,"6,680",597,NA,Unknown
Radeon R9 285 / 380,"5,550",655,190,Desktop
Radeon R9 290,"8,404",788,NA,Unknown
Radeon R9 290 / 390,"8,150",695,275,Desktop
Radeon R9 290X,"8,785",788,NA,Unknown
Radeon R9 290X / 390X,"8,389",699,290,Desktop
Radeon R9 295X2,"8,619",804,500,Desktop
Radeon R9 350,"2,007",552,60,Desktop
Radeon R9 360,"3,032",460,85,Desktop
Radeon R9 370,"4,722",781,150,Desktop
Radeon R9 380,"6,271",674,190,Desktop
Radeon R9 380X,"6,184",671,190,Desktop
Radeon R9 390,"9,001",816,275,Desktop
Radeon R9 390X,"9,509",843,275,Desktop
Radeon R9 A375,"1,024",232,NA,Unknown
Radeon R9 Fury,"9,551",791,NA,Unknown
Radeon R9 Fury + Fury X,"9,741",811,275,Desktop
Radeon R9 Fury X,"10,058",882,NA,Unknown
Radeon R9 M265X,914,213,NA,Mobile
Radeon R9 M270X,"1,204",306,NA,Mobile
Radeon R9 M275,"1,115",569,NA,Mobile
Radeon R9 M275X,"1,963",434,NA,Unknown
Radeon R9 M275X / M375,"1,575",467,50,Mobile
Radeon R9 M280X,922,272,75,Mobile
Radeon R9 M290X,"3,375",453,100,Mobile
Radeon R9 M295X,"5,150",832,125,Mobile
Radeon R9 M360,"1,741",431,NA,Unknown
Radeon R9 M365X,"1,482",446,50,Mobile
Radeon R9 M370X,"1,360",346,50,Mobile
Radeon R9 M375,763,172,NA,Mobile
Radeon R9 M375X,"1,843",392,NA,Mobile
Radeon R9 M380,"2,931",617,NA,Mobile
Radeon R9 M385,"2,018",230,70,Mobile
Radeon R9 M385X,"1,929",285,75,Mobile
Radeon R9 M390X,"3,021",507,100,Mobile
Radeon R9 M395,"4,991",725,125,Mobile
Radeon R9 M395X,"4,775",762,125,Mobile
Radeon R9 M470,"2,194",376,75,Mobile
Radeon R9 M470X,"3,400",552,75,Mobile
Radeon R9 M485X,"3,204",492,NA,Unknown
Radeon RX 460,"4,111",570,75,Desktop
Radeon RX 470/570,"8,067",726,120,Desktop
Radeon RX 480,"8,672",779,150,Desktop
Radeon RX 5300,"7,611",854,100,Desktop
Radeon RX 5300M,"3,612",357,85,Mobile
Radeon RX 540,"1,820",416,NA,Desktop
Radeon RX 550,"2,715",483,50,Desktop
Radeon RX 5500,"8,825",875,150,Desktop
Radeon RX 5500 XT,"9,189",824,130,Desktop
Radeon RX 5500M,"4,022",415,85,Mobile
Radeon RX 550X,"2,414",518,50,Desktop
Radeon RX 560,"3,593",507,80,Desktop
Radeon RX 5600,"11,030",935,150,Desktop
Radeon RX 5600 XT,"13,839",914,150,Desktop
Radeon RX 5600M,"7,117",540,150,Mobile
Radeon RX 560X,"3,181",487,75,Desktop
Radeon RX 5700,"14,723",926,180,Desktop
Radeon RX 5700 XT,"16,887",955,225,Desktop
Radeon RX 5700 XT 50th Anniversary,"16,714",969,235,Desktop
Radeon RX 570X,"1,923",750,120,Desktop
Radeon RX 580,"8,905",771,185,Desktop
Radeon RX 580 2048SP,"7,768",669,NA,Unknown
Radeon RX 580X,"7,798",885,185,Desktop
Radeon RX 590,"9,669",810,175,Desktop
Radeon RX 640,"1,543",278,50,"Desktop, Mobile"
Radeon RX 6500 XT,"9,537",920,NA,Unknown
Radeon RX 6600,"13,750",935,NA,Unknown
Radeon RX 6600 XT,"15,813",997,160,Desktop
Radeon RX 6600M,"9,013",688,NA,Unknown
Radeon RX 6700 XT,"18,996","1,014",230,Desktop
Radeon RX 6700M,"11,395",551,NA,Unknown
Radeon RX 6700S,"12,167",866,NA,Unknown
Radeon RX 6800,"20,639","1,030",250,Desktop
Radeon RX 6800 XT,"23,293","1,076",300,Desktop
Radeon RX 6800M,"8,731",652,145,Mobile
Radeon RX 6900 XT,"25,401","1,105",300,Desktop
Radeon RX Vega 10,"1,696",388,NA,Unknown
Radeon RX Vega 11,"2,134",535,NA,Desktop
Radeon RX Vega 11 PRD,"2,402",601,NA,Unknown
Radeon RX Vega 11 Processor,"1,755",460,NA,Unknown
Radeon RX Vega 56,"13,644",784,210,Desktop
Radeon RX Vega 64,"14,636",810,295,Desktop
Radeon RX Vega 8,"1,552",385,NA,Unknown
Radeon RX Vega M GH,"6,734",832,NA,Unknown
Radeon RX Vega M GL,"3,315",506,NA,Unknown
Radeon RX Vega11,"1,717",448,NA,Unknown
Radeon RX590 GME,"8,628",704,175,Desktop
Radeon Ryzen 3 4300G,"1,596",588,NA,Unknown
Radeon Ryzen 3 4300GE,"2,323",686,NA,Unknown
Radeon Ryzen 3 4300U,"1,307",486,NA,Unknown
Radeon Ryzen 3 5300G,"1,406",643,NA,Unknown
Radeon Ryzen 3 5400U,"1,183",594,NA,Unknown
Radeon Ryzen 3 PRO 4200GE,"1,712",600,NA,Unknown
Radeon Ryzen 3 PRO 4350G,"2,151",643,NA,Unknown
Radeon Ryzen 3 PRO 4350GE,"1,468",575,NA,Unknown
Radeon Ryzen 3 PRO 4450U,"1,518",559,NA,Unknown
Radeon Ryzen 3 PRO 5350G,"1,408",632,NA,Unknown
Radeon Ryzen 3 PRO 5450U,"1,143",555,NA,Unknown
Radeon Ryzen 5 4500U,"1,801",550,NA,Unknown
Radeon Ryzen 5 4600G,"2,176",649,NA,Unknown
Radeon Ryzen 5 4600GE,"1,412",467,NA,Unknown
Radeon Ryzen 5 4600H,"2,747",565,NA,Unknown
Radeon Ryzen 5 4600HS,"7,942",447,NA,Unknown
Radeon Ryzen 5 4600U,"1,837",535,NA,Unknown
Radeon Ryzen 5 5600G,"2,555",818,NA,Unknown
Radeon Ryzen 5 5600H,"2,721",695,NA,Unknown
Radeon Ryzen 5 5600U,"2,046",646,NA,Unknown
Radeon Ryzen 5 Microsoft Surface Edition,"2,085",515,NA,Unknown
Radeon Ryzen 5 PRO 4650G,"2,415",704,NA,Unknown
Radeon Ryzen 5 PRO 4650GE,"2,034",642,NA,Unknown
Radeon Ryzen 5 PRO 4650U,"1,717",542,NA,Unknown
Radeon Ryzen 5 PRO 5650G,"2,161",757,NA,Unknown
Radeon Ryzen 5 PRO 5650GE,"2,437",821,NA,Unknown
Radeon Ryzen 5 PRO 5650U,"2,164",682,NA,Unknown
Radeon Ryzen 7 4700G,"2,580",732,NA,Unknown
Radeon Ryzen 7 4700GE,"2,434",724,NA,Unknown
Radeon Ryzen 7 4700U,"2,044",559,NA,Unknown
Radeon Ryzen 7 4800H,"5,244",494,NA,Unknown
Radeon Ryzen 7 4800HS,"8,842",426,NA,Unknown
Radeon Ryzen 7 4800U,"2,271",596,NA,Unknown
Radeon Ryzen 7 4850U Mobile,"2,138",519,NA,Unknown
Radeon Ryzen 7 5700G,"2,782",851,NA,Unknown
Radeon Ryzen 7 5800H,"2,777",741,NA,Unknown
Radeon Ryzen 7 5800U,"2,307",682,NA,Unknown
Radeon Ryzen 7 Microsoft Surface Edition,"2,298",540,NA,Unknown
Radeon Ryzen 7 PRO 4750G,"2,602",707,NA,Unknown
Radeon Ryzen 7 PRO 4750GE,"2,200",652,NA,Unknown
Radeon Ryzen 7 PRO 4750U,"2,030",566,NA,Unknown
Radeon Ryzen 7 PRO 5750G,"2,154",771,NA,Unknown
Radeon Ryzen 7 PRO 5750GE,"2,764",869,NA,Unknown
Radeon Ryzen 7 PRO 5850U,"2,344",686,NA,Unknown
Radeon Ryzen 9 4900H,"2,685",673,NA,Unknown
Radeon Ryzen 9 4900HS,"8,572",378,NA,Unknown
Radeon Ryzen 9 4900HSS,"9,461",417,NA,Unknown
Radeon Ryzen 9 5900H,"2,755",837,NA,Unknown
Radeon Ryzen 9 5900HS,"10,463",453,NA,Unknown
Radeon Ryzen 9 5900HX,"3,143",789,NA,Unknown
Radeon Ryzen Embedded V2718,"2,149",605,NA,Unknown
Radeon Ryzen Embedded V2748,"1,296",503,NA,Unknown
Radeon Sky 500,"4,736",551,NA,Unknown
Radeon TM R9 A360,"2,105",718,NA,Unknown
Radeon VE,2,36,NA,Unknown
Radeon Vega 10,"1,553",385,NA,Unknown
Radeon Vega 10 Mobile,"1,457",335,NA,Unknown
Radeon Vega 11,"1,847",509,NA,Unknown
Radeon Vega 2,491,247,NA,Unknown
Radeon Vega 3,889,309,NA,Unknown
Radeon Vega 3 Mobile,"1,029",310,NA,Unknown
Radeon Vega 6,"1,292",353,NA,Unknown
Radeon Vega 8,"1,594",421,NA,"Desktop, Mobile"
Radeon Vega 8 Mobile,"1,438",349,NA,Unknown
Radeon Vega 9,"1,666",442,NA,Unknown
Radeon Vega Frontier Edition,"13,748",753,350,Desktop
Radeon VII,"16,754",788,300,Desktop
Radeon X1050,49,245,NA,Desktop
Radeon X1200,33,169,NA,Unknown
Radeon X1250,37,199,NA,Unknown
Radeon X1270,31,169,NA,Unknown
Radeon X1300,58,237,NA,Desktop
Radeon X1300 PRO,84,313,NA,Unknown
Radeon X1550,67,253,27,Desktop
Radeon X1550 64-bit,48,257,NA,Unknown
Radeon X1600,49,209,NA,Unknown
Radeon X1600 Pro,99,273,41,Desktop
Radeon X1600 Pro / X1300XT,69,285,NA,Unknown
Radeon X1600 XT,116,356,42,Desktop
Radeon X1650 GTO,75,384,NA,Unknown
Radeon X1650 Pro,85,241,44,Desktop
Radeon X1650 SE,71,358,NA,Unknown
Radeon X1700 Targa Edition,117,255,NA,Unknown
Radeon X1800 GTO,141,415,48,Desktop
Radeon X1900 CrossFire Edition,137,507,100,Desktop
Radeon X1900 GT,146,409,75,Desktop
Radeon X1950 CrossFire Edition,151,466,NA,Desktop
Radeon X1950 GT,106,279,57,Desktop
Radeon X1950 Pro,113,318,66,Desktop
RADEON X300SE,38,242,NA,Unknown
RADEON X550,51,266,NA,Desktop
RADEON X550XT,56,224,NA,Unknown
Radeon X550XTX,71,240,NA,Unknown
RADEON X600 256MB HyperMemory,57,210,NA,Desktop
RADEON X600XT,92,258,NA,Unknown
RADEON X700,73,248,NA,Desktop
RADEON X700 PRO,76,302,NA,Desktop
RADEON X700 SE,71,348,NA,Desktop
RADEON X800 GT,84,423,NA,Desktop
RADEON X800 GTO,115,162,NA,Desktop
RADEON X800 PRO,65,190,NA,Desktop
RADEON X800 PRO/GTO,73,181,NA,Desktop
RADEON X800 SE,130,384,NA,Desktop
RADEON X800 XL,69,271,NA,Desktop
RADEON X800 XT,98,271,NA,Desktop
RADEON X800 XT Platinum Edition,81,170,NA,Desktop
RADEON X800GT,80,264,NA,Unknown
RADEON X850 PRO,73,157,NA,Desktop
RADEON X850 XT,81,326,NA,Desktop
RADEON X850 XT Platinum Edition,82,261,NA,Desktop
Radeon Xpress 1100,34,187,NA,Unknown
Radeon Xpress 1150,30,192,NA,Unknown
Radeon Xpress 1200,36,192,NA,Unknown
Radeon Xpress 1250,43,197,NA,Unknown
Radeon Xpress 1270,27,191,NA,Unknown
Radeon Xpress 1300,52,266,NA,Unknown
Radeon Xpress 1300M,40,195,NA,Unknown
RADEON XPRESS 200,30,188,NA,Unknown
RADEON XPRESS 200 CROSSFIRE,18,164,NA,Unknown
RADEON XPRESS 200M,23,176,NA,Unknown
Radeon. HD 7730M,928,678,NA,Unknown
RadeonT,132,40,NA,Unknown
RadeonT 540X,"1,804",438,NA,Unknown
RadeonT R5 430,"1,012",579,NA,Unknown
RadeonT R7 450,"2,185",930,NA,Unknown
RadeonT RX 5300,"7,321",809,NA,Unknown
RadeonT RX 5500M,"3,166",336,NA,Unknown
RadeonT RX 560X,"1,810",676,NA,Unknown
RadeonT RX 640,"1,363",281,NA,Unknown
RadeonT RX 6850M,"15,899",823,NA,Unknown
RadeonT Vega 3,775,391,NA,Unknown
Rage 128 Pro,1,40,NA,Unknown
RAGE 128 PRO AGP 4X TMDS,1,142,NA,Unknown
